chr	coordinate	ORF
chrXI	390180	YKL025C
chrXI	392423	YKL024C
chrXI	394625	YKL022C
chrXI	394707	YKL023W
chrXI	397258	YKL021C
chrXI	398766	YKL020C
chrXI	403517	YKL018C-A
chrXI	403594	YKL019W
chrXI	405125	YKL017C
chrXI	405220	YKL018W
chrXI	407368	YKL016C
chrXI	411505	YKL014C
chrXI	411596	YKL015W
chrXI	417343	YKL013C
chrXI	420073	YKL011C
chrXI	420202	YKL012W
chrXI	421365	YKL010C
chrXI	427045	YKL009W
chrXI	427222	YKL008C
chrXI	430129	YKL006C-A
chrXI	430246	YKL007W
chrXI	432810	YKL006W
chrXI	432920	YKL005C
chrXI	436926	YKL004W
chrXI	436999	YKL003C
chrXI	438620	YKL002W
chrXI	438700	YKL001C
chrXI	440466	YKR001C
chrXI	445014	YKR002W
chrXI	446733	YKR004C
chrXI	446816	YKR003W
chrXI	448295	YKR005C
chrXI	450327	YKR006C
chrXI	452069	YKR007W
chrXI	454203	YKR008W
chrXI	454236	YKR009C
chrXI	458821	YKR010C
chrXI	461524	YKR011C
chrXI	465049	YKR013W
chrXI	465136	YKR014C
chrXI	471456	YKR016W
chrXI	471489	YKR017C
chrXI	473570	YKR018C
chrXI	476078	YKR019C
chrXI	479049	YKR020W
chrXI	482040	YKR022C
chrXI	482136	YKR021W
chrXI	485067	YKR024C
chrXI	485070	YKR023W
chrXI	488565	YKR026C
chrXI	488720	YKR025W
chrXI	493742	YKR027W
chrXI	497484	YKR028W
chrXI	497567	YKR029C
chrXI	501122	YKR031C
chrXI	501213	YKR030W
chrXI	508583	YKR036C
chrXI	508681	YKR035W-A
chrXI	510746	YKR037C
chrXI	511907	YKR038C
chrXI	516941	YKR039W
chrXI	520780	YKR043C
chrXI	520858	YKR042W
chrXI	523297	YKR045C
chrXI	523401	YKR044W
chrXI	524066	YKR046C
chrXI	525255	YKR048C
chrXI	526763	YKR049C
chrXI	530678	YKR050W
chrXI	532176	YKR052C
chrXI	532292	YKR051W
chrXI	534004	YKR053C
chrXI	535412	YKR054C
chrXI	549393	YKR055W
chrXI	551431	YKR056W
chrXI	552441	YKR057W
chrXI	554719	YKR058W
chrXI	556283	YKR059W
chrXI	557453	YKR060W
chrXI	559139	YKR061W
chrXI	560649	YKR063C
chrXI	560881	YKR062W
chrXI	565164	YKR064W
chrXI	565179	YKR065C
chrXI	566021	YKR066C
chrXI	570160	YKR068C
chrXI	570304	YKR067W
chrXI	573428	YKR069W
chrXI	574665	YKR071C
chrXI	574762	YKR070W
chrXI	576395	YKR072C
chrXI	579704	YKR075C
chrXI	579800	YKR074W
chrXI	583435	YKR076W
chrXI	584818	YKR077W
chrXI	586647	YKR079C
chrXI	586752	YKR078W
chrXI	591421	YKR081C
chrXI	591507	YKR080W
chrXI	596244	YKR083C
chrXI	596373	YKR082W
chrXI	596971	YKR084C
chrXI	599003	YKR085C
chrXI	603095	YKR087C
chrXI	603165	YKR086W
chrXI	604337	YKR088C
chrXI	605551	YKR089C
chrXI	611207	YKR090W
chrXI	612418	YKR092C
chrXI	617735	YKR093W
chrXI	617808	YKR094C
chrXI	625619	YKR095W
chrXI	626299	YKR095W-A
chrXI	630490	YKR096W
chrXI	632945	YKR098C
chrXI	638394	YKR099W
chrXI	638723	YKR100C
chrXI	642731	YKR101W
chrXI	650002	YKR102W
chrXI	657897	YKR104W
chrXII	406	YLL067C
chrXII	6043	YLL066C
chrXII	12945	YLL064C
chrXII	14489	YLL063C
chrXII	16515	YLL062C
chrXII	19760	YLL061W
chrXII	20909	YLL060C
chrXII	25380	YLL058W
chrXII	25565	YLL057C
chrXII	27288	YLL056C
chrXII	31767	YLL055W
chrXII	32313	YLL054C
chrXII	35406	YLL053C
chrXII	37151	YLL051C
chrXII	39680	YLL050C
chrXII	41175	YLL048C
chrXII	41298	YLL049W
chrXII	46500	YLL046C
chrXII	47746	YLL045C
chrXII	51985	YLL042C
chrXII	52113	YLL043W
chrXII	52853	YLL041C
chrXII	54145	YLL040C
chrXII	64005	YLL039C
chrXII	66660	YLL036C
chrXII	70478	YLL034C
chrXII	70710	YLL035W
chrXII	73952	YLL032C
chrXII	74251	YLL033W
chrXII	77059	YLL031C
chrXII	83814	YLL029W
chrXII	86726	YLL028W
chrXII	88314	YLL027W
chrXII	91434	YLL026W
chrXII	95334	YLL025W
chrXII	95432	YLL024C
chrXII	97871	YLL023C
chrXII	98986	YLL022C
chrXII	105452	YLL021W
chrXII	105653	YLL019C
chrXII	109746	YLL018C
chrXII	121148	YLL015W
chrXII	121737	YLL014W
chrXII	121905	YLL013C
chrXII	127334	YLL012W
chrXII	129055	YLL011W
chrXII	129071	YLL010C
chrXII	131085	YLL009C
chrXII	134120	YLL008W
chrXII	134124	YLL007C
chrXII	137901	YLL006W
chrXII	142998	YLL004W
chrXII	146101	YLL003W
chrXII	147669	YLL002W
chrXII	150412	YLL001W
chrXII	151333	YLR001C
chrXII	154245	YLR002C
chrXII	156770	YLR003C
chrXII	157868	YLR004C
chrXII	161674	YLR006C
chrXII	161705	YLR005W
chrXII	165305	YLR008C
chrXII	165448	YLR007W
chrXII	167116	YLR010C
chrXII	167268	YLR009W
chrXII	169799	YLR011W
chrXII	171991	YLR014C
chrXII	176754	YLR016C
chrXII	176916	YLR015W
chrXII	178607	YLR018C
chrXII	178708	YLR017W
chrXII	181612	YLR020C
chrXII	181618	YLR019W
chrXII	184112	YLR022C
chrXII	184210	YLR021W
chrXII	185417	YLR023C
chrXII	187638	YLR024C
chrXII	195301	YLR025W
chrXII	195417	YLR026C
chrXII	196780	YLR027C
chrXII	199457	YLR028C
chrXII	201845	YLR029C
chrXII	204809	YLR031W
chrXII	208557	YLR032W
chrXII	210352	YLR034C
chrXII	210467	YLR033W
chrXII	212282	YLR035C
chrXII	221353	YLR036C
chrXII	222468	YLR037C
chrXII	224604	YLR038C
chrXII	225363	YLR039C
chrXII	228776	YLR040C
chrXII	229860	YLR042C
chrXII	231612	YLR043C
chrXII	232313	YLR044C
chrXII	234780	YLR045C
chrXII	237965	YLR046C
chrXII	243591	YLR048W
chrXII	243739	YLR049C
chrXII	245482	YLR050C
chrXII	246223	YLR051C
chrXII	248097	YLR052W
chrXII	248475	YLR054C
chrXII	251234	YLR055C
chrXII	255085	YLR056W
chrXII	257843	YLR058C
chrXII	257941	YLR057W
chrXII	259554	YLR059C
chrXII	262872	YLR060W
chrXII	264039	YLR061W
chrXII	265618	YLR063W
chrXII	266261	YLR065C
chrXII	266361	YLR064W
chrXII	267722	YLR067C
chrXII	267814	YLR066W
chrXII	271572	YLR068W
chrXII	271584	YLR069C
chrXII	274037	YLR070C
chrXII	275238	YLR071C
chrXII	280940	YLR073C
chrXII	280996	YLR072W
chrXII	281883	YLR074C
chrXII	283710	YLR075W
chrXII	285644	YLR078C
chrXII	285780	YLR077W
chrXII	287828	YLR079W
chrXII	289327	YLR080W
chrXII	292045	YLR082C
chrXII	293925	YLR083C
chrXII	296515	YLR084C
chrXII	300546	YLR085C
chrXII	306693	YLR087C
chrXII	306828	YLR086W
chrXII	318137	YLR088W
chrXII	318163	YLR089C
chrXII	322178	YLR090W
chrXII	323484	YLR091W
chrXII	326248	YLR093C
chrXII	326421	YLR092W
chrXII	327611	YLR094C
chrXII	329619	YLR095C
chrXII	336126	YLR097C
chrXII	336146	YLR096W
chrXII	337382	YLR098C
chrXII	339633	YLR099C
chrXII	341647	YLR099W-A
chrXII	342790	YLR102C
chrXII	342939	YLR100W
chrXII	343917	YLR103C
chrXII	347019	YLR105C
chrXII	347041	YLR104W
chrXII	348830	YLR106C
chrXII	365504	YLR107W
chrXII	366525	YLR108C
chrXII	369379	YLR109W
chrXII	369581	YLR110C
chrXII	373066	YLR113W
chrXII	374735	YLR114C
chrXII	380712	YLR115W
chrXII	382347	YLR117C
chrXII	382456	YLR116W
chrXII	384622	YLR118C
chrXII	386178	YLR120C
chrXII	386263	YLR119W
chrXII	388601	YLR121C
chrXII	394693	YLR126C
chrXII	395560	YLR127C
chrXII	399662	YLR128W
chrXII	402630	YLR129W
chrXII	402726	YLR130C
chrXII	404439	YLR131C
chrXII	407171	YLR132C
chrXII	412537	YLR134W
chrXII	415552	YLR136C
chrXII	415666	YLR135W
chrXII	418151	YLR137W
chrXII	421369	YLR139C
chrXII	421456	YLR138W
chrXII	426751	YLR142W
chrXII	429564	YLR144C
chrXII	429701	YLR143W
chrXII	432737	YLR146C
chrXII	432831	YLR145W
chrXII	434036	YLR147C
chrXII	434118	YLR146W-A
chrXII	437538	YLR148W
chrXII	441439	YLR151C
chrXII	441504	YLR150W
chrXII	442770	YLR152C
chrXII	445263	YLR153C
chrXII	447913	YLR154C
chrXII	462380	YLR154C-G
chrXII	469233	YLR155C
chrXII	472580	YLR156W
chrXII	472885	YLR157C
chrXII	476135	YLR157W-D
chrXII	481706	YLR157C-C
chrXII	482096	YLR157W-E
chrXII	482433	YLR158C
chrXII	485812	YLR159W
chrXII	486117	YLR160C
chrXII	489464	YLR161W
chrXII	490612	YLR162W-A
chrXII	491722	YLR163C
chrXII	494417	YLR165C
chrXII	494568	YLR164W
chrXII	495366	YLR166C
chrXII	499453	YLR167W
chrXII	499466	YLR168C
chrXII	500346	YLR170C
chrXII	501191	YLR172C
chrXII	504611	YLR173W
chrXII	505928	YLR174W
chrXII	507715	YLR176C
chrXII	507725	YLR175W
chrXII	513014	YLR177W
chrXII	513108	YLR178C
chrXII	514003	YLR179C
chrXII	516547	YLR181C
chrXII	516679	YLR180W
chrXII	520389	YLR183C
chrXII	520472	YLR182W
chrXII	523385	YLR185W
chrXII	524466	YLR186W
chrXII	528102	YLR187W
chrXII	530633	YLR188W
chrXII	530718	YLR189C
chrXII	537044	YLR190W
chrXII	538552	YLR192C
chrXII	538596	YLR191W
chrXII	539843	YLR193C
chrXII	540744	YLR194C
chrXII	541866	YLR195C
chrXII	545828	YLR196W
chrXII	547563	YLR199C
chrXII	547792	YLR197W
chrXII	549405	YLR201C
chrXII	549483	YLR200W
chrXII	550522	YLR203C
chrXII	552660	YLR205C
chrXII	552758	YLR204W
chrXII	556549	YLR206W
chrXII	559517	YLR207W
chrXII	560714	YLR208W
chrXII	560736	YLR209C
chrXII	563431	YLR211C
chrXII	563567	YLR210W
chrXII	564705	YLR212C
chrXII	566524	YLR213C
chrXII	570698	YLR215C
chrXII	570758	YLR214W
chrXII	571982	YLR216C
chrXII	573368	YLR218C
chrXII	576496	YLR219W
chrXII	577932	YLR220W
chrXII	578135	YLR221C
chrXII	579213	YLR222C
chrXII	582047	YLR223C
chrXII	587565	YLR225C
chrXII	587658	YLR224W
chrXII	590431	YLR227C
chrXII	599848	YLR228C
chrXII	604122	YLR229C
chrXII	605643	YLR231C
chrXII	607120	YLR233C
chrXII	614333	YLR237W
chrXII	616158	YLR239C
chrXII	616304	YLR238W
chrXII	620272	YLR240W
chrXII	622888	YLR242C
chrXII	622975	YLR241W
chrXII	625114	YLR244C
chrXII	625173	YLR243W
chrXII	628267	YLR246W
chrXII	628565	YLR247C
chrXII	636228	YLR248W
chrXII	640043	YLR249W
chrXII	641127	YLR250W
chrXII	642350	YLR251W
chrXII	644327	YLR254C
chrXII	644428	YLR253W
chrXII	651120	YLR256W
chrXII	659887	YLR257W
chrXII	663084	YLR259C
chrXII	663192	YLR258W
chrXII	667944	YLR262C
chrXII	668117	YLR260W
chrXII	669368	YLR262C-A
chrXII	673155	YLR263W
chrXII	673423	YLR264W
chrXII	674265	YLR265C
chrXII	675592	YLR266C
chrXII	680946	YLR268W
chrXII	682438	YLR270W
chrXII	683591	YLR272C
chrXII	683677	YLR271W
chrXII	688954	YLR273C
chrXII	694014	YLR274W
chrXII	694980	YLR276C
chrXII	695061	YLR275W
chrXII	697093	YLR277C
chrXII	699948	YLR278C
chrXII	704162	YLR281C
chrXII	706113	YLR284C
chrXII	706181	YLR283W
chrXII	708277	YLR286C
chrXII	708339	YLR285W
chrXII	710763	YLR287C
chrXII	712327	YLR287C-A
chrXII	713346	YLR288C
chrXII	717018	YLR290C
chrXII	718166	YLR291C
chrXII	719636	YLR292C
chrXII	720670	YLR293C
chrXII	721752	YLR295C
chrXII	724649	YLR298C
chrXII	724722	YLR297W
chrXII	728180	YLR299W
chrXII	730548	YLR300W
chrXII	731687	YLR301W
chrXII	735057	YLR304C
chrXII	738033	YLR305C
chrXII	745027	YLR306W
chrXII	748979	YLR309C
chrXII	751981	YLR310C
chrXII	760363	YLR312W-A
chrXII	762492	YLR314C
chrXII	765202	YLR316C
chrXII	769136	YLR319C
chrXII	769226	YLR318W
chrXII	776340	YLR320W
chrXII	776520	YLR321C
chrXII	778002	YLR323C
chrXII	780898	YLR324W
chrXII	780902	YLR325C
chrXII	782946	YLR327C
chrXII	783024	YLR326W
chrXII	786289	YLR328W
chrXII	789824	YLR330W
chrXII	792000	YLR332W
chrXII	795465	YLR333C
chrXII	799586	YLR336C
chrXII	799688	YLR335W
chrXII	802540	YLR337C
chrXII	806906	YLR340W
chrXII	815845	YLR342W
chrXII	817813	YLR343W
chrXII	820247	YLR344W
chrXII	822123	YLR345W
chrXII	822134	YLR346C
chrXII	823559	YLR347C
chrXII	826860	YLR348C
chrXII	829383	YLR351C
chrXII	829501	YLR350W
chrXII	833640	YLR352W
chrXII	836191	YLR354C
chrXII	836374	YLR353W
chrXII	837848	YLR355C
chrXII	841021	YLR356W
chrXII	844191	YLR357W
chrXII	845858	YLR359W
chrXII	847081	YLR361C
chrXII	847561	YLR360W
chrXII	849214	YLR361C-A
chrXII	852132	YLR362W
chrXII	853884	YLR363W-A
chrXII	854463	YLR364W
chrXII	857371	YLR367W
chrXII	859380	YLR368W
chrXII	861557	YLR370C
chrXII	861648	YLR369W
chrXII	866956	YLR371W
chrXII	868493	YLR372W
chrXII	868576	YLR373C
chrXII	872742	YLR376C
chrXII	872820	YLR375W
chrXII	875580	YLR378C
chrXII	879568	YLR380W
chrXII	881907	YLR382C
chrXII	888694	YLR383W
chrXII	888782	YLR384C
chrXII	896280	YLR387C
chrXII	896371	YLR386W
chrXII	898895	YLR388W
chrXII	899414	YLR389C
chrXII	903563	YLR390W
chrXII	904657	YLR392C
chrXII	904661	YLR390W-A
chrXII	909523	YLR395C
chrXII	909541	YLR394W
chrXII	910198	YLR396C
chrXII	912414	YLR397C
chrXII	915039	YLR398C
chrXII	919220	YLR399C
chrXII	922397	YLR401C
chrXII	927966	YLR403W
chrXII	929650	YLR404W
chrXII	930878	YLR406C
chrXII	930933	YLR405W
chrXII	933799	YLR408C
chrXII	933878	YLR407W
chrXII	934363	YLR409C
chrXII	941045	YLR410W
chrXII	948146	YLR411W
chrXII	949261	YLR412W
chrXII	953228	YLR414C
chrXII	953333	YLR413W
chrXII	956809	YLR417W
chrXII	956818	YLR418C
chrXII	962786	YLR419W
chrXII	964861	YLR421C
chrXII	964955	YLR420W
chrXII	971694	YLR423C
chrXII	971894	YLR422W
chrXII	975656	YLR424W
chrXII	986861	YLR425W
chrXII	988178	YLR426W
chrXII	990560	YLR427W
chrXII	992847	YLR429W
chrXII	1000134	YLR431C
chrXII	1000217	YLR430W
chrXII	1004077	YLR433C
chrXII	1004185	YLR432W
chrXII	1007145	YLR435W
chrXII	1007299	YLR436C
chrXII	1011464	YLR437C
chrXII	1013796	YLR438C-A
chrXII	1013890	YLR438W
chrXII	1015384	YLR440C
chrXII	1015600	YLR439W
chrXII	1017924	YLR441C
chrXII	1019223	YLR442C
chrXII	1024072	YLR443W
chrXII	1026704	YLR447C
chrXII	1026796	YLR446W
chrXII	1030015	YLR448W
chrXII	1032101	YLR449W
chrXII	1035853	YLR450W
chrXII	1038892	YLR451W
chrXII	1039119	YLR452C
chrXII	1051960	YLR454W
chrXII	1054916	YLR455W
chrXII	1055632	YLR457C
chrXII	1055828	YLR456W
chrXII	1058575	YLR459W
chrXII	1059681	YLR460C
chrXII	1063420	YLR461W
chrXII	1066712	YLR462W
chrXII	1071312	YLR466W
chrXII	1071489	YLR466C-B
chrXII	1077975	YLR467W
chrXIII	384	YML133C
chrXIII	8460	YML132W
chrXIII	11389	YML130C
chrXIII	11484	YML131W
chrXIII	14311	YML129C
chrXIII	14956	YML128C
chrXIII	18874	YML126C
chrXIII	18959	YML127W
chrXIII	20685	YML125C
chrXIII	21925	YML124C
chrXIII	23899	YML123C
chrXIII	27932	YML120C
chrXIII	28048	YML121W
chrXIII	31744	YML119W
chrXIII	37917	YML117W
chrXIII	39980	YML116W
chrXIII	40131	YML115C
chrXIII	42027	YML114C
chrXIII	44935	YML113W
chrXIII	46135	YML112W
chrXIII	49748	YML110C
chrXIII	49850	YML111W
chrXIII	54542	YML109W
chrXIII	55226	YML107C
chrXIII	55310	YML108W
chrXIII	57512	YML106W
chrXIII	57761	YML105C
chrXIII	58879	YML104C
chrXIII	62533	YML103C
chrXIII	69662	YML101C
chrXIII	69753	YML102W
chrXIII	70606	YML100W-A
chrXIII	74015	YML100W
chrXIII	74258	YML099C
chrXIII	77929	YML098W
chrXIII	78269	YML097C
chrXIII	81246	YML095C
chrXIII	81543	YML096W
chrXIII	82944	YML094W
chrXIII	85887	YML093W
chrXIII	85888	YML092C
chrXIII	87042	YML091C
chrXIII	94322	YML088W
chrXIII	94322	YML087C
chrXIII	95675	YML086C
chrXIII	97768	YML085C
chrXIII	103871	YML082W
chrXIII	103875	YML081C-A
chrXIII	108616	YML081W
chrXIII	110187	YML080W
chrXIII	110921	YML079W
chrXIII	111686	YML078W
chrXIII	112292	YML076C
chrXIII	112470	YML077W
chrXIII	115589	YML075C
chrXIII	119991	YML074C
chrXIII	123150	YML073C
chrXIII	124589	YML072C
chrXIII	129705	YML071C
chrXIII	135299	YML070W
chrXIII	137235	YML069W
chrXIII	139018	YML067C
chrXIII	139034	YML068W
chrXIII	144951	YML064C
chrXIII	145083	YML065W
chrXIII	147336	YML063W
chrXIII	147431	YML062C
chrXIII	148864	YML061C
chrXIII	153142	YML059C
chrXIII	153220	YML060W
chrXIII	159098	YML058W-A
chrXIII	159937	YML058W
chrXIII	162103	YML056C
chrXIII	162123	YML057W
chrXIII	165385	YML055W
chrXIII	168955	YML053C
chrXIII	171415	YML052W
chrXIII	173044	YML051W
chrXIII	174100	YML049C
chrXIII	174204	YML050W
chrXIII	179830	YML048W
chrXIII	183528	YML046W
chrXIII	190103	YML043C
chrXIII	194825	YML041C
chrXIII	194918	YML042W
chrXIII	202554	YML038C
chrXIII	206156	YML035C
chrXIII	206538	YML036W
chrXIII	212323	YML034W
chrXIII	212336	YML032C
chrXIII	216232	YML031W
chrXIII	217150	YML030W
chrXIII	220204	YML029W
chrXIII	220834	YML028W
chrXIII	222692	YML027W
chrXIII	222798	YML026C
chrXIII	224300	YML025C
chrXIII	226758	YML024W
chrXIII	226939	YML023C
chrXIII	229573	YML021C
chrXIII	229632	YML022W
chrXIII	233288	YML020W
chrXIII	234639	YML018C
chrXIII	234716	YML019W
chrXIII	239059	YML017W
chrXIII	239294	YML016C
chrXIII	241868	YML015C
chrXIII	244160	YML014W
chrXIII	246128	YML013W
chrXIII	246776	YML011C
chrXIII	246876	YML012W
chrXIII	251116	YML009C
chrXIII	251118	YML010W
chrXIII	251750	YML008C
chrXIII	255992	YML007W
chrXIII	256018	YML006C
chrXIII	261569	YML004C
chrXIII	261659	YML005W
chrXIII	266860	YML002W
chrXIII	267870	YML001W
chrXIII	268869	YMR001C
chrXIII	271256	YMR001C-A
chrXIII	272902	YMR002W
chrXIII	273790	YMR003W
chrXIII	275700	YMR004W
chrXIII	277298	YMR005W
chrXIII	277457	YMR006C
chrXIII	280252	YMR008C
chrXIII	284675	YMR009W
chrXIII	286443	YMR010W
chrXIII	289818	YMR011W
chrXIII	294974	YMR013C
chrXIII	295103	YMR012W
chrXIII	300546	YMR014W
chrXIII	300700	YMR015C
chrXIII	303084	YMR016C
chrXIII	315106	YMR019W
chrXIII	316894	YMR021C
chrXIII	316994	YMR020W
chrXIII	319277	YMR022W
chrXIII	319381	YMR023C
chrXIII	323189	YMR024W
chrXIII	324152	YMR026C
chrXIII	324234	YMR025W
chrXIII	327366	YMR027W
chrXIII	328553	YMR029C
chrXIII	328692	YMR028W
chrXIII	332046	YMR031C
chrXIII	332054	YMR030W
chrXIII	337461	YMR032W
chrXIII	337666	YMR030W-A
chrXIII	339432	YMR033W
chrXIII	341718	YMR036C
chrXIII	341963	YMR035W
chrXIII	344130	YMR037C
chrXIII	347448	YMR038C
chrXIII	348469	YMR039C
chrXIII	350845	YMR041C
chrXIII	350941	YMR040W
chrXIII	353490	YMR042W
chrXIII	355056	YMR043W
chrXIII	356952	YMR044W
chrXIII	363293	YMR047C
chrXIII	368034	YMR049C
chrXIII	368043	YMR048W
chrXIII	380236	YMR053C
chrXIII	380311	YMR052W
chrXIII	386069	YMR055C
chrXIII	386093	YMR054W
chrXIII	387190	YMR056C
chrXIII	390871	YMR058W
chrXIII	391497	YMR060C
chrXIII	391588	YMR059W
chrXIII	394894	YMR061W
chrXIII	394943	YMR062C
chrXIII	399572	YMR064W
chrXIII	401327	YMR065W
chrXIII	404296	YMR067C
chrXIII	404312	YMR066W
chrXIII	407673	YMR068W
chrXIII	408811	YMR069W
chrXIII	410693	YMR071C
chrXIII	410776	YMR070W
chrXIII	412025	YMR073C
chrXIII	412262	YMR072W
chrXIII	412965	YMR074C
chrXIII	415986	YMR076C
chrXIII	416150	YMR075W
chrXIII	421294	YMR077C
chrXIII	422399	YMR078C
chrXIII	426331	YMR080C
chrXIII	426389	YMR079W
chrXIII	436009	YMR083W
chrXIII	438913	YMR085W
chrXIII	442233	YMR086W
chrXIII	443352	YMR088C
chrXIII	443415	YMR087W
chrXIII	445401	YMR089C
chrXIII	449993	YMR090W
chrXIII	450011	YMR091C
chrXIII	451562	YMR092C
chrXIII	455664	YMR093W
chrXIII	459376	YMR097C
chrXIII	459451	YMR096W
chrXIII	460697	YMR098C
chrXIII	463845	YMR099C
chrXIII	468349	YMR100W
chrXIII	469729	YMR102C
chrXIII	475747	YMR105C
chrXIII	478178	YMR106C
chrXIII	483553	YMR107W
chrXIII	486308	YMR108W
chrXIII	490220	YMR110C
chrXIII	490321	YMR109W
chrXIII	492223	YMR111C
chrXIII	493975	YMR112C
chrXIII	496249	YMR114C
chrXIII	496352	YMR113W
chrXIII	499325	YMR116C
chrXIII	499328	YMR115W
chrXIII	501086	YMR117C
chrXIII	507335	YMR119W
chrXIII	507335	YMR120C
chrXIII	509682	YMR121C
chrXIII	511814	YMR122W-A
chrXIII	514086	YMR123W
chrXIII	517348	YMR124W
chrXIII	520588	YMR125W
chrXIII	520675	YMR126C
chrXIII	522112	YMR127C
chrXIII	527691	YMR128W
chrXIII	531969	YMR129W
chrXIII	533091	YMR131C
chrXIII	533102	YMR130W
chrXIII	534722	YMR132C
chrXIII	538638	YMR135C
chrXIII	538818	YMR134W
chrXIII	542851	YMR137C
chrXIII	542962	YMR136W
chrXIII	545798	YMR138W
chrXIII	547330	YMR139W
chrXIII	549237	YMR140W
chrXIII	550088	YMR142C
chrXIII	552986	YMR143W
chrXIII	554559	YMR144W
chrXIII	554594	YMR145C
chrXIII	557382	YMR146C
chrXIII	560979	YMR148W
chrXIII	561811	YMR150C
chrXIII	561967	YMR149W
chrXIII	564255	YMR152W
chrXIII	565989	YMR153W
chrXIII	570244	YMR156C
chrXIII	570335	YMR155W
chrXIII	571267	YMR157C
chrXIII	572800	YMR158W
chrXIII	573107	YMR158C-A
chrXIII	577569	YMR160W
chrXIII	578419	YMR161W
chrXIII	578709	YMR162C
chrXIII	584215	YMR163C
chrXIII	586894	YMR164C
chrXIII	589945	YMR165C
chrXIII	593144	YMR166C
chrXIII	596950	YMR168C
chrXIII	597218	YMR167W
chrXIII	599297	YMR169C
chrXIII	601268	YMR170C
chrXIII	603615	YMR171C
chrXIII	608246	YMR172W
chrXIII	610001	YMR174C
chrXIII	610094	YMR173W
chrXIII	611367	YMR175W
chrXIII	616033	YMR176W
chrXIII	618318	YMR177W
chrXIII	619450	YMR178W
chrXIII	622133	YMR180C
chrXIII	622243	YMR179W
chrXIII	623475	YMR181C
chrXIII	626006	YMR182W-A
chrXIII	626677	YMR183C
chrXIII	628828	YMR184W
chrXIII	632029	YMR185W
chrXIII	634563	YMR186W
chrXIII	634640	YMR187C
chrXIII	636174	YMR188C
chrXIII	640694	YMR189W
chrXIII	640767	YMR190C
chrXIII	646936	YMR191W
chrXIII	649363	YMR192W
chrXIII	650935	YMR193W
chrXIII	652008	YMR194W
chrXIII	652325	YMR194C-B
chrXIII	654542	YMR195W
chrXIII	658369	YMR197C
chrXIII	658513	YMR196W
chrXIII	661658	YMR198W
chrXIII	664379	YMR199W
chrXIII	665713	YMR201C
chrXIII	665869	YMR200W
chrXIII	668268	YMR202W
chrXIII	669825	YMR204C
chrXIII	669875	YMR203W
chrXIII	671704	YMR205C
chrXIII	677075	YMR207C
chrXIII	685742	YMR209C
chrXIII	685907	YMR208W
chrXIII	688924	YMR210W
chrXIII	690577	YMR212C
chrXIII	690652	YMR211W
chrXIII	695190	YMR213W
chrXIII	696617	YMR214W
chrXIII	698498	YMR215W
chrXIII	698693	YMR216C
chrXIII	703360	YMR218C
chrXIII	703449	YMR217W
chrXIII	712197	YMR219W
chrXIII	713844	YMR221C
chrXIII	713913	YMR220W
chrXIII	715573	YMR222C
chrXIII	718413	YMR224C
chrXIII	718467	YMR223W
chrXIII	720804	YMR225C
chrXIII	721532	YMR226C
chrXIII	722474	YMR227C
chrXIII	725731	YMR228W
chrXIII	725828	YMR229C
chrXIII	733234	YMR230W
chrXIII	736822	YMR231W
chrXIII	739013	YMR232W
chrXIII	739913	YMR233W
chrXIII	741304	YMR235C
chrXIII	741417	YMR234W
chrXIII	743664	YMR236W
chrXIII	746086	YMR237W
chrXIII	747817	YMR238W
chrXIII	748109	YMR239C
chrXIII	749878	YMR240C
chrXIII	752973	YMR241W
chrXIII	753118	YMR242C
chrXIII	754714	YMR243C
chrXIII	758401	YMR244C-A
chrXIII	762046	YMR246W
chrXIII	763291	YMR247C
chrXIII	772879	YMR250W
chrXIII	775132	YMR252C
chrXIII	775213	YMR251W-A
chrXIII	775918	YMR253C
chrXIII	778690	YMR255W
chrXIII	778774	YMR256C
chrXIII	779388	YMR257C
chrXIII	782587	YMR258C
chrXIII	784502	YMR259C
chrXIII	789218	YMR260C
chrXIII	790060	YMR261C
chrXIII	794855	YMR262W
chrXIII	795597	YMR263W
chrXIII	796465	YMR265C
chrXIII	796541	YMR264W
chrXIII	801586	YMR266W
chrXIII	802708	YMR268C
chrXIII	802795	YMR267W
chrXIII	805146	YMR269W
chrXIII	805219	YMR270C
chrXIII	806789	YMR271C
chrXIII	809448	YMR272C
chrXIII	811158	YMR273C
chrXIII	814320	YMR274C
chrXIII	815531	YMR275C
chrXIII	820056	YMR276W
chrXIII	822583	YMR277W
chrXIII	824771	YMR278W
chrXIII	833270	YMR282C
chrXIII	833348	YMR281W
chrXIII	835249	YMR283C
chrXIII	839947	YMR285C
chrXIII	840078	YMR284W
chrXIII	842303	YMR287C
chrXIII	842330	YMR286W
chrXIII	848538	YMR288W
chrXIII	849826	YMR290C
chrXIII	849948	YMR289W
chrXIII	854568	YMR291W
chrXIII	855312	YMR293C
chrXIII	855380	YMR292W
chrXIII	858107	YMR295C
chrXIII	858138	YMR294W
chrXIII	859131	YMR296C
chrXIII	863628	YMR297W
chrXIII	864299	YMR299C
chrXIII	864385	YMR298W
chrXIII	865496	YMR300C
chrXIII	867484	YMR301C
chrXIII	870011	YMR302C
chrXIII	873210	YMR303C
chrXIII	878875	YMR305C
chrXIII	878947	YMR304W
chrXIII	886520	YMR306W
chrXIII	888862	YMR307W
chrXIII	888896	YMR308C
chrXIII	892680	YMR309C
